time_s,voltage_V,current_A,soc_percent
0.0,3.966311,-0.000254,80.0
1.0,3.966149,-0.000254,80.0
2.0,3.966311,-7.4e-05,80.0
3.0,3.966149,-0.000254,80.0
4.0,3.966311,-0.000254,80.0
5.0,3.966149,-7.4e-05,80.0
6.0,3.966149,-0.001514,80.0
7.0,3.965501,-0.007992,79.9999
8.0,3.965015,-0.010511,79.9997
9.0,3.928891,-0.409274,79.9993
10.0,3.792656,-1.705435,79.9928
11.0,3.724134,-2.118774,79.9685
12.0,3.712794,-2.121293,79.9391
13.0,3.920954,0.051751,79.9115
14.0,3.95724,0.051931,79.9122
15.0,3.724782,-2.045895,79.898
16.0,3.784719,-1.362635,79.8706
17.0,3.803024,-1.222636,79.8518
18.0,3.795734,-1.292816,79.8342
19.0,3.813553,-1.10873,79.8163
20.0,3.751672,-1.690139,79.7998
21.0,3.745841,-1.68996,79.7804
22.0,3.872032,-0.512384,79.7584
23.0,3.943794,0.091159,79.7525
24.0,3.951408,0.090439,79.7537
25.0,3.984778,0.380334,79.7556
26.0,3.963557,0.144244,79.7604
27.0,3.957402,0.08666,79.7623
28.0,3.927271,-0.192078,79.7628
29.0,3.873328,-0.672177,79.7588
30.0,3.944604,0.011982,79.7513
31.0,3.925489,-0.196217,79.7509
32.0,3.98575,0.348304,79.7499
33.0,4.017986,0.607608,79.7558
34.0,4.019282,0.589073,79.7643
35.0,4.016204,0.542107,79.7724
36.0,4.001301,0.39707,79.7795
37.0,3.991906,0.308535,79.7847
38.0,3.974735,0.152881,79.7883
39.0,3.960317,0.025298,79.79
40.0,3.956753,-7.4e-05,79.7902
41.0,3.956753,-0.000254,79.7902
42.0,3.956592,-7.4e-05,79.7902
43.0,3.956753,-7.4e-05,79.7902
44.0,3.956753,-7.4e-05,79.7902
45.0,3.956753,-0.000254,79.7902
46.0,3.956916,-7.4e-05,79.7902
47.0,3.957078,-0.000254,79.7902
48.0,3.955782,-0.01285,79.7902
49.0,3.821005,-1.197444,79.782
50.0,3.799946,-1.334563,79.7645
51.0,3.837204,-0.973409,79.7491
52.0,3.784719,-1.425977,79.7314
53.0,3.698539,-2.16502,79.7068
54.0,3.696919,-2.129391,79.6765
55.0,3.776943,-1.37991,79.6518
56.0,3.696919,-2.089983,79.6272
57.0,3.655773,-2.428463,79.5958
58.0,3.658365,-2.367821,79.5625
59.0,3.709878,-1.874226,79.5327
60.0,3.782937,-1.215618,79.5114
61.0,3.726402,-1.72235,79.4903
62.0,3.734015,-1.636695,79.4667
63.0,3.715872,-1.785871,79.4428
64.0,3.744869,-1.514331,79.4198
65.0,3.758314,-1.388008,79.3998
66.0,3.793628,-1.07382,79.3831
67.0,3.901839,-0.135215,79.3759
68.0,3.8662,-0.474955,79.3709
69.0,3.916094,-0.04758,79.3681
70.0,3.931321,0.065966,79.3684
71.0,3.933589,0.066686,79.3694
72.0,3.90443,-0.198736,79.3678
73.0,3.86701,-0.529119,79.3619
74.0,3.90443,-0.198376,79.3576
75.0,3.936019,0.067406,79.3575
76.0,3.952218,0.194629,79.3597
77.0,3.920144,-0.098325,79.3595
78.0,3.902486,-0.25434,79.3566
79.0,3.902648,-0.25308,79.3531
80.0,3.884505,-0.410714,79.3479
81.0,3.884181,-0.411974,79.3421
82.0,3.846437,-0.736599,79.3328
83.0,3.805939,-1.077059,79.3188
84.0,3.742763,-1.613842,79.2977
85.0,3.692869,-2.026641,79.2702
86.0,3.66938,-2.202629,79.2401
87.0,3.677318,-2.102399,79.2102
88.0,3.676994,-2.082245,79.1813
89.0,3.644272,-2.357024,79.1492
90.0,3.620135,-2.549568,79.1132
91.0,3.653991,-2.219365,79.0818
92.0,3.644272,-2.289004,79.0491
93.0,3.709069,-1.696438,79.0242
94.0,3.80513,-0.851405,79.0112
95.0,3.818575,-0.747395,79.0005
96.0,3.881913,-0.208093,78.997
97.0,3.965987,0.502159,79.0034
98.0,3.954324,0.366838,79.0087
99.0,3.952866,0.331389,79.0134
100.0,3.94023,0.206505,79.0163
101.0,3.950112,0.29342,79.0192
102.0,3.958211,0.346684,79.0233
103.0,3.95805,0.313394,79.0282
104.0,3.961127,0.335528,79.0325
105.0,3.957564,0.277405,79.0372
106.0,3.962261,0.322751,79.0411
107.0,3.960965,0.29144,79.0457
