time_s,voltage_V,current_A,soc_percent
0.0,3.967445,-0.000434,80.0
1.0,3.967607,-0.000254,80.0
2.0,3.967769,-0.000254,80.0
3.0,3.967607,-0.000254,80.0
4.0,3.967607,-0.000254,80.0
5.0,3.967769,-0.000254,80.0
6.0,3.967607,-0.000434,80.0
7.0,3.967607,-0.000254,80.0
8.0,3.967607,-0.000254,80.0
9.0,3.967769,-7.4e-05,80.0
10.0,3.967769,-7.4e-05,80.0
11.0,3.967769,0.000106,80.0
12.0,3.967769,-7.4e-05,80.0
13.0,3.967607,-0.000254,80.0
14.0,3.967769,-7.4e-05,80.0
15.0,3.967607,-0.000434,80.0
16.0,3.91658,-0.500328,79.9992
17.0,3.91253,-0.500508,79.9922
18.0,3.911234,-0.500148,79.9851
19.0,3.910262,-0.500508,79.9782
20.0,3.90929,-0.500508,79.9712
21.0,3.908642,-0.500328,79.9641
22.0,3.907508,-0.500508,79.957
23.0,3.907184,-0.500508,79.9499
24.0,3.906374,-0.500328,79.943
25.0,3.905726,-0.500328,79.9359
26.0,3.905078,-0.500508,79.9289
27.0,3.904754,-0.500328,79.9218
28.0,3.904106,-0.500508,79.9149
29.0,3.903458,-0.500508,79.9078
30.0,3.902972,-0.500328,79.9009
31.0,3.902648,-0.500328,79.8938
32.0,3.902324,-0.500328,79.8867
33.0,3.901839,-0.498528,79.8797
34.0,3.901028,-0.500688,79.8726
35.0,3.900704,-0.500508,79.8657
36.0,3.900218,-0.500508,79.8587
37.0,3.899733,-0.500508,79.8517
38.0,3.899409,-0.500508,79.8446
39.0,3.899085,-0.500328,79.8377
40.0,3.898599,-0.500508,79.8305
41.0,3.898113,-0.500508,79.8234
42.0,3.897789,-0.500328,79.8164
43.0,3.897465,-0.500148,79.8093
44.0,3.843359,-1.000221,79.7992
45.0,3.841092,-1.000221,79.7851
46.0,3.839634,-1.000041,79.7712
47.0,3.838338,-1.000221,79.757
48.0,3.837042,-1.000221,79.7429
49.0,3.83607,-1.000041,79.7288
50.0,3.834936,-1.000041,79.7147
51.0,3.833964,-1.000221,79.7008
52.0,3.832992,-1.000041,79.6869
53.0,3.832182,-1.000221,79.6728
54.0,3.83121,-1.000041,79.6587
55.0,3.830562,-1.000221,79.6446
56.0,3.991744,0.49928,79.6426
57.0,3.995955,0.4991,79.6495
58.0,3.998871,0.49928,79.6566
59.0,4.001139,0.49946,79.6636
60.0,4.002759,0.49928,79.6707
61.0,4.004379,0.4991,79.6776
62.0,4.005999,0.4991,79.6845
63.0,4.007295,0.49946,79.6916
64.0,3.954486,-0.000254,79.6941
65.0,3.954,-7.4e-05,79.6941
66.0,3.954,-0.000254,79.6941
67.0,3.954,-0.000254,79.6941
68.0,3.954324,-7.4e-05,79.6941
69.0,3.954324,-0.000434,79.6941
70.0,3.954648,-0.000434,79.6941
71.0,3.954648,-0.000254,79.6941
72.0,3.95481,-0.000254,79.6941
73.0,3.955134,-0.000254,79.6941
74.0,3.955296,-0.000254,79.6941
75.0,3.95562,-7.4e-05,79.6941
76.0,3.95562,-7.4e-05,79.6941
77.0,3.955944,-0.000254,79.6941
78.0,3.956106,-7.4e-05,79.6941
79.0,3.956268,-0.000254,79.6941
80.0,3.901839,-0.500328,79.6882
81.0,3.900381,-0.500508,79.6811
82.0,3.899247,-0.500328,79.674
83.0,3.898599,-0.500328,79.667
84.0,3.897789,-0.500508,79.66
85.0,3.897303,-0.500508,79.653
86.0,3.896655,-0.500508,79.6459
87.0,3.896169,-0.500328,79.6389
88.0,3.895521,-0.500508,79.6319
89.0,3.895035,-0.500328,79.6249
90.0,3.894549,-0.500508,79.6178
91.0,3.894225,-0.500148,79.6108
92.0,3.893415,-0.500508,79.6038
93.0,3.893253,-0.500508,79.5967
94.0,3.892929,-0.500328,79.5897
95.0,3.892443,-0.500328,79.5826
96.0,3.892119,-0.500508,79.5757
97.0,3.891795,-0.500508,79.5686
98.0,3.891309,-0.500508,79.5615
99.0,3.890985,-0.500328,79.5546
100.0,3.890661,-0.500508,79.5475
101.0,3.890337,-0.500508,79.5405
102.0,3.889851,-0.500508,79.5334
103.0,3.889689,-0.500508,79.5265
104.0,3.889365,-0.500328,79.5195
105.0,3.889041,-0.500328,79.5125
106.0,3.888879,-0.500328,79.5054
107.0,3.888555,-0.500508,79.4983
108.0,3.888231,-0.500328,79.4913
109.0,3.887907,-0.500328,79.4842
110.0,3.887745,-0.500328,79.4772
111.0,3.887421,-0.500508,79.4701
112.0,3.887097,-0.500508,79.4631
113.0,3.886935,-0.500508,79.4562
114.0,3.886773,-0.500328,79.4491
115.0,3.886287,-0.500328,79.4421
116.0,3.886287,-0.500328,79.435
117.0,3.885963,-0.500328,79.428
118.0,3.885639,-0.500508,79.4209
119.0,3.885477,-0.500328,79.4138
120.0,3.885153,-0.500508,79.4069
121.0,3.884991,-0.500508,79.3998
122.0,3.884667,-0.500508,79.3928
123.0,3.884505,-0.500328,79.3857
124.0,3.884505,-0.500328,79.3788
125.0,3.884019,-0.500328,79.3719
126.0,3.883857,-0.500508,79.3648
127.0,3.883695,-0.500508,79.3578
128.0,3.883533,-0.500328,79.3506
129.0,3.883371,-0.500328,79.3436
130.0,3.883047,-0.500508,79.3365
131.0,3.883047,-0.500328,79.3295
132.0,3.882723,-0.500508,79.3225
133.0,3.882723,-0.500328,79.3155
134.0,3.882237,-0.500328,79.3085
135.0,3.882237,-0.500508,79.3014
136.0,3.881913,-0.500688,79.2945
137.0,3.881752,-0.500508,79.2874
138.0,3.881589,-0.500508,79.2804
139.0,3.881265,-0.500688,79.2733
140.0,3.881265,-0.500508,79.2663
141.0,3.880942,-0.500328,79.2592
142.0,3.880942,-0.500328,79.2521
143.0,3.880618,-0.500508,79.2451
144.0,3.880618,-0.500328,79.238
145.0,3.880294,-0.500328,79.231
146.0,3.880131,-0.500508,79.2239
147.0,3.87997,-0.500508,79.2168
148.0,3.879807,-0.500508,79.2098
149.0,3.879646,-0.500328,79.2027
150.0,3.879646,-0.500328,79.1958
151.0,3.879322,-0.500508,79.1887
152.0,3.879322,-0.500148,79.1817
153.0,3.878998,-0.500328,79.1746
154.0,3.878836,-0.500508,79.1676
155.0,3.878674,-0.500328,79.1606
