time_s,voltage_V,current_A,soc_percent
0.0,3.683076,-1.9e-05,50.0
1.0,3.682914,-1.9e-05,50.0
2.0,3.683076,-1.9e-05,50.0
3.0,3.683076,-1.9e-05,50.0
4.0,3.683076,-1.9e-05,50.0
5.0,3.682914,-1.9e-05,50.0
6.0,3.682914,-1.9e-05,50.0
7.0,3.683076,-0.0002,50.0
8.0,3.683076,-0.0002,50.0
9.0,3.683238,-1.9e-05,50.0
10.0,3.683076,-1.9e-05,50.0
11.0,3.683076,-1.9e-05,50.0
12.0,3.682914,-0.0002,50.0
13.0,3.682914,-0.0002,50.0
14.0,3.683076,-1.9e-05,50.0
15.0,3.682914,-1.9e-05,50.0
16.0,3.683076,-1.9e-05,50.0
17.0,3.682914,-1.9e-05,50.0
18.0,3.683076,-1.9e-05,50.0
19.0,3.683076,-1.9e-05,50.0
20.0,3.612979,-0.962125,49.9979
21.0,3.612008,-0.946773,49.9846
22.0,3.567975,-1.534295,49.9699
23.0,3.54094,-1.873299,49.9474
24.0,3.52038,-2.116218,49.9201
25.0,3.501602,-2.33909,49.8896
26.0,3.623178,-0.637931,49.8621
27.0,3.60278,-0.931963,49.852
28.0,3.466635,-2.784472,49.8322
29.0,3.570241,-1.316119,49.7988
30.0,3.58902,-1.063085,49.7812
31.0,3.632891,-0.460573,49.7688
32.0,3.673848,0.08577,49.7646
33.0,3.681781,0.176797,49.7662
34.0,3.682914,0.176978,49.7687
35.0,3.68,0.126588,49.7709
36.0,3.683561,0.166864,49.7729
37.0,3.756086,1.149198,49.7796
38.0,3.727109,0.719167,49.7938
39.0,3.661869,-0.182073,49.7992
40.0,3.640824,-0.460392,49.7953
41.0,3.639205,-0.471229,49.7888
42.0,3.628682,-0.607589,49.7816
43.0,3.584002,-1.205225,49.7698
44.0,3.522971,-2.015077,49.7483
45.0,3.504354,-2.232892,49.7191
46.0,3.515038,-2.055533,49.6886
47.0,3.624797,-0.541486,49.6688
48.0,3.661545,-0.055647,49.664
49.0,3.652479,-0.192729,49.6625
50.0,3.709625,0.577208,49.6644
51.0,3.74783,1.073342,49.6756
52.0,3.724842,0.733796,49.6883
53.0,3.702664,0.415201,49.6965
54.0,3.657984,-0.197245,49.6983
55.0,3.541102,-1.777395,49.6847
56.0,3.508401,-2.182321,49.6572
57.0,3.51261,-2.086237,49.6272
58.0,3.509211,-2.106104,49.5976
59.0,3.550168,-1.529238,49.5722
60.0,3.599057,-0.860984,49.5562
61.0,3.608284,-0.739072,49.545
62.0,3.623664,-0.531552,49.5363
63.0,3.66883,0.075656,49.5336
64.0,3.647947,-0.22271,49.5323
65.0,3.620426,-0.597655,49.526
66.0,3.625444,-0.526856,49.5182
67.0,3.647461,-0.228309,49.5135
68.0,3.64827,-0.222891,49.5103
69.0,3.637262,-0.374783,49.5058
70.0,3.589506,-1.017753,49.4949
71.0,3.58724,-1.03762,49.4804
72.0,3.622692,-0.551781,49.4705
73.0,3.66543,0.025627,49.4681
74.0,3.674334,0.131464,49.4695
75.0,3.625606,-0.531372,49.4649
76.0,3.598248,-0.896564,49.454
77.0,3.575098,-1.199807,49.4386
78.0,3.632567,-0.410364,49.4294
79.0,3.664945,0.020028,49.4281
80.0,3.595495,-0.926545,49.4184
81.0,3.576555,-1.169645,49.403
82.0,3.557291,-1.422498,49.3838
83.0,3.523133,-1.868603,49.3588
84.0,3.557129,-1.392517,49.3378
85.0,3.571537,-1.189692,49.3205
86.0,3.592743,-0.900898,49.3073
87.0,3.591772,-0.911193,49.2947
88.0,3.590477,-0.926545,49.2816
89.0,3.621235,-0.511505,49.2736
90.0,3.647461,-0.162026,49.2705
91.0,3.635643,-0.329451,49.2663
92.0,3.635967,-0.329451,49.2616
93.0,3.610551,-0.673511,49.2528
94.0,3.579793,-1.083856,49.2384
95.0,3.665592,0.075837,49.2379
96.0,3.671258,0.141759,49.2399
97.0,3.667049,0.075656,49.241
98.0,3.596143,-0.88645,49.2296
99.0,3.571051,-1.214797,49.213
100.0,3.580117,-1.078437,49.1977
101.0,3.602295,-0.774472,49.1866
102.0,3.608123,-0.693559,49.177
103.0,3.634024,-0.34408,49.172
104.0,3.670773,0.14212,49.1739
105.0,3.614922,-0.657618,49.1767
106.0,3.595172,-0.901079,49.1674
107.0,3.569918,-1.235206,49.1548
108.0,3.566842,-1.260491,49.1374
109.0,3.556805,-1.387098,49.1198
110.0,3.57267,-1.154113,49.1004
111.0,3.595334,-0.835698,49.0846
112.0,3.642281,-0.192729,49.0735
113.0,3.66802,0.142301,49.0712
114.0,3.814203,2.142007,49.0758
115.0,3.805785,1.95905,49.1058
116.0,3.799795,1.837861,49.1328
117.0,3.781664,1.559542,49.1582
118.0,3.760133,1.245282,49.1797
119.0,3.737308,0.916934,49.1966
120.0,3.671096,-1.9e-05,49.2073
121.0,3.669639,-1.9e-05,49.2073
122.0,3.669316,-0.0002,49.2073
123.0,3.668992,-1.9e-05,49.2073
124.0,3.66883,-1.9e-05,49.2073
125.0,3.668668,-0.0002,49.2073
126.0,3.66883,-1.9e-05,49.2073
127.0,3.668668,-1.9e-05,49.2073
128.0,3.668506,-1.9e-05,49.2073
129.0,3.668506,-1.9e-05,49.2073
130.0,3.668506,-1.9e-05,49.2073
131.0,3.668506,-1.9e-05,49.2073
132.0,3.668506,-1.9e-05,49.2073
133.0,3.668668,-1.9e-05,49.2073
134.0,3.668668,-1.9e-05,49.2073
135.0,3.668344,-1.9e-05,49.2073
136.0,3.668344,-1.9e-05,49.2073
137.0,3.668668,-1.9e-05,49.2073
138.0,3.668506,-1.9e-05,49.2073
139.0,3.668506,-0.0002,49.2073
140.0,3.668506,-0.0002,49.2073
141.0,3.668668,-1.9e-05,49.2073
142.0,3.668668,-1.9e-05,49.2073
143.0,3.66883,-1.9e-05,49.2073
144.0,3.66883,-1.9e-05,49.2073
145.0,3.668668,-0.0002,49.2073
146.0,3.66883,-1.9e-05,49.2073
147.0,3.668668,-1.9e-05,49.2073
148.0,3.668992,-1.9e-05,49.2073
149.0,3.66883,-1.9e-05,49.2073
150.0,3.66883,-1.9e-05,49.2073
151.0,3.668992,-1.9e-05,49.2073
152.0,3.668992,-1.9e-05,49.2073
153.0,3.668992,-1.9e-05,49.2073
154.0,3.668992,-0.0002,49.2073
155.0,3.668992,-1.9e-05,49.2073
156.0,3.668992,-1.9e-05,49.2073
157.0,3.668992,-1.9e-05,49.2073
158.0,3.668992,-0.0002,49.2073
159.0,3.669154,-0.0002,49.2073
160.0,3.668992,-1.9e-05,49.2073
161.0,3.668992,-1.9e-05,49.2073
162.0,3.591287,-1.052971,49.1985
163.0,3.56069,-1.448144,49.1803
164.0,3.530094,-1.837538,49.1565
165.0,3.495126,-2.283643,49.1266
166.0,3.449798,-2.865386,49.0896
167.0,3.41127,-3.346709,49.045
168.0,3.440085,-2.926431,49.0175
169.0,3.44478,-2.825471,48.9619
170.0,3.487194,-2.237949,48.9277
171.0,3.561985,-1.220577,48.9062
172.0,3.673201,0.273062,48.9031
173.0,3.668992,0.187634,48.9061
174.0,3.661707,0.075656,48.9076
175.0,3.601647,-0.744491,48.9004
176.0,3.610875,-0.617884,48.8913
177.0,3.610551,-0.622399,48.8826
178.0,3.58902,-0.911193,48.8706
179.0,3.496422,-2.151618,48.8444
180.0,3.675143,0.27848,48.8396
181.0,3.760781,1.407469,48.8559
182.0,3.704283,0.612607,48.8668
183.0,3.779883,1.61517,48.8868
184.0,3.713672,0.698397,48.8993
185.0,3.670449,0.10654,48.9021
186.0,3.58643,-1.02281,48.89
187.0,3.610713,-0.678749,48.8801
188.0,3.543854,-1.569875,48.8599
189.0,3.45935,-2.678997,48.8245
190.0,3.426325,-3.088438,48.7822
191.0,3.354933,-3.999612,48.7273
192.0,3.35121,-3.999612,48.6717
193.0,3.347649,-3.999612,48.6162
194.0,3.344573,-3.999612,48.5606
195.0,3.453522,-2.531439,48.5234
196.0,3.341659,-3.999612,48.4686
197.0,3.414022,-3.016555,48.4252
198.0,3.338421,-3.999612,48.3706
199.0,3.349106,-3.832548,48.3163
200.0,3.334374,-4.000154,48.2609
201.0,3.415155,-2.921555,48.2198
202.0,3.428106,-2.748531,48.1809
203.0,3.4396,-2.592304,48.1448
204.0,3.556967,-1.05261,48.1299
205.0,3.589506,-0.643169,48.1206
206.0,3.591449,-0.627998,48.1084
207.0,3.563928,-1.027505,48.0995
208.0,3.563442,-1.027505,48.0852
209.0,3.563928,-1.027686,48.0707
210.0,3.564414,-1.027505,48.0564
211.0,3.531065,-1.483724,48.0415
212.0,3.52977,-1.493477,48.0206
213.0,3.478614,-2.181599,47.9993
214.0,3.457083,-2.450526,47.9683
215.0,3.451741,-2.500735,47.9342
216.0,3.482337,-2.075942,47.9
217.0,3.46194,-2.350288,47.8704
218.0,3.440085,-2.633122,47.8367
219.0,3.471653,-2.192796,47.8004
220.0,3.450932,-2.470935,47.7695
221.0,3.409489,-3.017097,47.7337
222.0,3.334374,-3.999612,47.6891
223.0,3.334698,-3.959155,47.6337
224.0,3.421145,-2.774358,47.5809
225.0,3.458216,-2.283462,47.5435
226.0,3.498364,-1.756986,47.5128
227.0,3.537864,-1.240444,47.4898
228.0,3.575584,-0.749187,47.4738
229.0,3.523294,-1.473249,47.4611
230.0,3.484442,-1.994849,47.4387
231.0,3.460483,-2.303329,47.4094
232.0,3.437981,-2.596639,47.3758
233.0,3.476186,-2.070163,47.3411
234.0,3.4328,-2.652267,47.31
235.0,3.471815,-2.116038,47.2748
236.0,3.448018,-2.435716,47.2434
237.0,3.488165,-1.889734,47.2115
238.0,3.508563,-1.625503,47.1865
239.0,3.544825,-1.144179,47.1663
240.0,3.511153,-1.60997,47.1478
241.0,3.511153,-1.60997,47.1251
242.0,3.511315,-1.60979,47.1027
243.0,3.511315,-1.60997,47.08
244.0,3.511153,-1.610332,47.0577
245.0,3.531389,-1.341766,47.0364
246.0,3.568946,-0.840936,47.0202
247.0,3.571213,-0.825404,47.0084
248.0,3.645356,0.15675,47.003
249.0,3.619293,-0.217292,47.003
250.0,3.601647,-0.46563,46.9984
251.0,3.56409,-0.977477,46.9886
252.0,3.584649,-0.698797,46.9768
253.0,3.550653,-1.159531,46.9643
254.0,3.472301,-2.202369,46.9409
255.0,3.509696,-1.685646,46.9134
256.0,3.508725,-1.690883,46.8896
257.0,3.52718,-1.438211,46.8676
258.0,3.581897,-0.703492,46.8528
259.0,3.603752,-0.420478,46.8451
260.0,3.605371,-0.414879,46.8392
261.0,3.607475,-0.395012,46.8335
262.0,3.629653,-0.106217,46.8301
263.0,3.483633,-2.075942,46.8124
264.0,3.60958,-0.364669,46.797
265.0,3.557776,-1.068504,46.7859
266.0,3.572508,-0.870737,46.7726
267.0,3.573641,-0.855565,46.7604
268.0,3.523133,-1.534295,46.7426
269.0,3.553729,-1.114198,46.7249
270.0,3.337288,-3.999431,46.683
271.0,3.649242,0.212377,46.6644
272.0,3.335507,-3.999431,46.6304
273.0,3.527665,-1.397032,46.5979
274.0,3.428753,-2.718189,46.5658
275.0,3.330489,-3.999792,46.5153
276.0,3.414507,-2.850756,46.4709
277.0,3.473272,-2.060229,46.4385
278.0,3.429563,-2.643055,46.4041
279.0,3.509372,-1.57421,46.3773
280.0,3.545959,-1.093789,46.3601
281.0,3.629492,0.009914,46.3564
