time_s,voltage_V,current_A,soc_percent
0.0,3.682945,-0.000254,50.0
1.0,3.682945,-7.5e-05,50.0
2.0,3.682783,-7.5e-05,50.0
3.0,3.682783,-0.000254,50.0
4.0,3.682783,-0.000254,50.0
5.0,3.682783,-0.000254,50.0
6.0,3.682783,-7.5e-05,50.0
7.0,3.682945,-7.5e-05,50.0
8.0,3.682783,-7.5e-05,50.0
9.0,3.682945,-0.000254,50.0
10.0,3.682945,-0.000254,50.0
11.0,3.682945,-7.5e-05,50.0
12.0,3.683107,-7.5e-05,50.0
13.0,3.682783,-0.000254,50.0
14.0,3.682783,-0.000254,50.0
15.0,3.682945,-0.000254,50.0
16.0,3.682783,-0.000254,50.0
17.0,3.682783,-7.5e-05,50.0
18.0,3.682945,-7.5e-05,50.0
19.0,3.682621,-0.000434,49.9999
20.0,3.609693,-0.96247,49.9979
21.0,3.608883,-0.946826,49.9845
22.0,3.563182,-1.533938,49.97
23.0,3.53547,-1.873078,49.9478
24.0,3.514726,-2.116374,49.9213
25.0,3.495603,-2.338811,49.891
26.0,3.623144,-0.637716,49.8621
27.0,3.601914,-0.931541,49.8522
28.0,3.459949,-2.784585,49.8332
29.0,3.569178,-1.316356,49.7986
30.0,3.588625,-1.063349,49.7808
31.0,3.634651,-0.460413,49.7681
32.0,3.677111,0.086059,49.7638
33.0,3.685376,0.177228,49.7653
34.0,3.686348,0.177048,49.7678
35.0,3.683107,0.126339,49.77
36.0,3.68651,0.166978,49.772
37.0,3.762192,1.149334,49.7787
38.0,3.731239,0.718486,49.793
39.0,3.663011,-0.182232,49.7988
40.0,3.641133,-0.460593,49.7948
41.0,3.639675,-0.471382,49.7883
42.0,3.628817,-0.607686,49.7809
43.0,3.582467,-1.205227,49.7689
44.0,3.518777,-2.014776,49.7466
45.0,3.499979,-2.233257,49.7169
46.0,3.511647,-2.055775,49.6865
47.0,3.626872,-0.541512,49.6684
48.0,3.665118,-0.055998,49.664
49.0,3.655556,-0.192122,49.6623
50.0,3.715195,0.577327,49.665
51.0,3.754575,1.072911,49.6766
52.0,3.730104,0.73359,49.6891
53.0,3.706444,0.41477,49.6971
54.0,3.659932,-0.197697,49.6985
55.0,3.537414,-1.777414,49.6832
56.0,3.504192,-2.182368,49.6553
57.0,3.509378,-2.085805,49.6253
58.0,3.506299,-2.105945,49.5957
59.0,3.549893,-1.529083,49.5709
60.0,3.60078,-0.860692,49.5557
61.0,3.610342,-0.739494,49.5448
62.0,3.62671,-0.531262,49.5361
63.0,3.673707,0.076169,49.534
64.0,3.651505,-0.223051,49.5322
65.0,3.62282,-0.597616,49.5257
66.0,3.628168,-0.526587,49.5179
67.0,3.651181,-0.227547,49.5134
68.0,3.651829,-0.223051,49.5102
69.0,3.640161,-0.374819,49.5056
70.0,3.59057,-1.018035,49.4939
71.0,3.588139,-1.037995,49.4793
72.0,3.625251,-0.552301,49.4699
73.0,3.670142,0.02546,49.4685
