time_s,voltage_V,current_A,soc_percent
0.0,3.951641,-0.111023,80.0
1.0,3.951479,-0.110844,79.9985
2.0,3.951155,-0.111023,79.9969
3.0,3.951155,-0.111023,79.9953
4.0,3.950993,-0.111203,79.9938
5.0,3.89492,-0.833719,79.9822
6.0,3.893948,-0.833719,79.9706
7.0,3.892975,-0.833899,79.9588
8.0,3.892327,-0.833899,79.9473
9.0,3.903995,-0.667026,79.9358
10.0,3.903833,-0.667206,79.9265
11.0,3.903671,-0.667206,79.9171
12.0,3.903185,-0.667026,79.9077
13.0,3.902861,-0.667206,79.8984
14.0,3.877579,-0.999513,79.8888
15.0,3.876121,-0.999873,79.8747
16.0,3.875473,-0.999693,79.8606
17.0,3.874824,-0.999513,79.8465
18.0,3.874338,-0.999693,79.8326
19.0,3.87369,-0.999513,79.8185
20.0,3.873042,-0.999873,79.8046
21.0,3.872555,-0.999693,79.7905
22.0,3.872069,-0.999693,79.7764
23.0,3.871583,-0.999873,79.7623
24.0,3.871259,-0.999873,79.7482
25.0,3.870773,-0.999693,79.7343
26.0,3.870449,-0.999693,79.7205
27.0,3.869962,-0.999513,79.7064
28.0,3.869638,-0.999873,79.6923
29.0,3.869152,-0.999513,79.6782
30.0,3.868666,-0.999873,79.6641
31.0,3.868666,-0.999693,79.6499
32.0,3.868018,-0.999873,79.6358
33.0,3.867856,-0.999873,79.6217
34.0,3.88001,-0.833899,79.6086
35.0,3.880172,-0.833719,79.5968
36.0,3.880172,-0.833719,79.585
37.0,3.880172,-0.83354,79.5733
38.0,3.879848,-0.833719,79.5617
39.0,3.879848,-0.833719,79.5499
40.0,3.879686,-0.83354,79.5382
41.0,3.879362,-0.833719,79.5264
42.0,3.879038,-0.833899,79.5148
43.0,3.8792,-0.833719,79.5033
44.0,3.878876,-0.833719,79.4915
45.0,3.878714,-0.83354,79.4797
46.0,3.878552,-0.83354,79.4682
47.0,3.87839,-0.83354,79.4564
48.0,3.878066,-0.833899,79.445
49.0,3.93349,-0.111203,79.4381
50.0,3.934625,-0.111203,79.4365
51.0,3.935597,-0.111023,79.435
52.0,3.936083,-0.111023,79.4334
53.0,3.936245,-0.111203,79.4318
54.0,3.936893,-0.111023,79.4303
55.0,3.937218,-0.111023,79.4287
56.0,3.937704,-0.111023,79.4272
57.0,3.938028,-0.110844,79.4256
58.0,3.93819,-0.111203,79.424
59.0,3.882927,-0.833719,79.4171
60.0,3.881793,-0.833719,79.4053
61.0,3.881145,-0.83354,79.3936
62.0,3.880497,-0.834079,79.3818
63.0,3.88001,-0.834079,79.37
64.0,3.879524,-0.833899,79.3583
65.0,3.8792,-0.833719,79.3465
66.0,3.878876,-0.833719,79.3348
67.0,3.878552,-0.833719,79.3232
68.0,3.878228,-0.833719,79.3114
69.0,3.933652,-0.111023,79.3066
70.0,3.934787,-0.111023,79.3051
71.0,3.935111,-0.111023,79.3035
72.0,3.935597,-0.111203,79.302
73.0,3.936083,-0.111023,79.3004
74.0,3.936245,-0.111203,79.2988
75.0,3.936569,-0.111203,79.2973
76.0,3.936893,-0.111023,79.2957
77.0,3.937056,-0.111023,79.2942
78.0,3.93738,-0.111203,79.2926
79.0,3.868504,-0.999873,79.2811
80.0,3.867532,-0.999873,79.2672
81.0,3.866397,-0.999873,79.2531
82.0,3.865911,-0.999693,79.2392
83.0,3.865263,-0.999693,79.2251
84.0,3.937866,-0.056358,79.2222
85.0,3.938514,-0.056358,79.2214
86.0,3.939324,-0.056358,79.2206
87.0,3.939811,-0.056358,79.2198
88.0,3.939973,-0.056358,79.219
89.0,3.940459,-0.056358,79.2182
90.0,3.940621,-0.056358,79.2175
91.0,3.940783,-0.056178,79.2166
92.0,3.941269,-0.056358,79.2159
93.0,3.941431,-0.056178,79.2151
94.0,3.941593,-0.056358,79.2143
95.0,3.941593,-0.056358,79.2135
96.0,3.941917,-0.056358,79.2127
97.0,3.941917,-0.056358,79.2119
98.0,3.942404,-0.056178,79.2111
99.0,3.94208,-0.056178,79.2103
100.0,3.942404,-0.056358,79.2095
101.0,3.942566,-0.056358,79.2088
102.0,3.942566,-0.056358,79.208
103.0,3.942728,-0.056358,79.2072
104.0,3.942728,-0.056358,79.2064
105.0,3.94289,-0.056178,79.2056
106.0,3.94289,-0.056358,79.2048
107.0,3.94289,-0.056358,79.204
108.0,3.943052,-0.056178,79.2032
109.0,3.943052,-0.056358,79.2024
110.0,3.943052,-0.056358,79.2017
111.0,3.943214,-0.056178,79.2009
112.0,3.943214,-0.056358,79.2001
113.0,3.897189,-0.667206,79.1983
114.0,3.895892,-0.667026,79.1889
115.0,3.89492,-0.667206,79.1796
116.0,3.894272,-0.667026,79.1704
117.0,3.893785,-0.667206,79.161
118.0,3.893461,-0.667206,79.1515
119.0,3.892813,-0.667206,79.1421
120.0,3.892651,-0.667026,79.1329
121.0,3.892003,-0.667206,79.1235
122.0,3.891841,-0.667026,79.114
123.0,3.857646,-1.110642,79.1035
124.0,3.856512,-1.110642,79.0881
125.0,3.855539,-1.110642,79.0724
126.0,3.854729,-1.110822,79.0568
127.0,3.854081,-1.110822,79.0411
128.0,3.853432,-1.110642,79.0257
129.0,3.852622,-1.110822,79.01
130.0,3.85246,-1.110642,78.9943
131.0,3.85165,-1.111002,78.9787
132.0,3.851326,-1.110642,78.963
133.0,3.872069,-0.833719,78.9486
134.0,3.872069,-0.833719,78.9369
135.0,3.871907,-0.833719,78.9253
136.0,3.871907,-0.833719,78.9137
137.0,3.871745,-0.83354,78.9021
138.0,3.871421,-0.833719,78.8905
139.0,3.871421,-0.83354,78.8788
140.0,3.871259,-0.833719,78.8672
141.0,3.928628,-0.083691,78.8594
142.0,3.929925,-0.083691,78.8583
143.0,3.930411,-0.083691,78.8571
144.0,3.931221,-0.083511,78.8559
145.0,3.931545,-0.083691,78.8548
146.0,3.932194,-0.083691,78.8536
147.0,3.932356,-0.083691,78.8524
148.0,3.932842,-0.083691,78.8512
149.0,3.933004,-0.083691,78.8501
150.0,3.93349,-0.083691,78.8489
151.0,3.93349,-0.083691,78.8477
152.0,3.933814,-0.083691,78.8465
153.0,3.934139,-0.083691,78.8454
154.0,3.934301,-0.083511,78.8442
155.0,3.934625,-0.083511,78.843
156.0,3.934625,-0.083511,78.8418
157.0,3.934625,-0.083691,78.8407
158.0,3.934949,-0.083511,78.8395
159.0,3.934949,-0.083871,78.8383
160.0,3.935111,-0.083691,78.8371
161.0,3.935273,-0.083691,78.836
162.0,3.935435,-0.083691,78.8348
163.0,3.890544,-0.666847,78.8289
164.0,3.889734,-0.666847,78.8194
165.0,3.889086,-0.667026,78.8102
166.0,3.888599,-0.667026,78.8009
167.0,3.888113,-0.667206,78.7915
168.0,3.887627,-0.667206,78.7822
169.0,3.887303,-0.667206,78.7728
170.0,3.886979,-0.667206,78.7634
171.0,3.886817,-0.667206,78.7542
172.0,3.886331,-0.667206,78.7447
173.0,3.808704,-1.666825,78.7257
174.0,3.806759,-1.666825,78.7022
175.0,3.8053,-1.666825,78.679
176.0,3.803842,-1.667005,78.6555
177.0,3.80287,-1.667005,78.632
178.0,3.823613,-1.389183,78.6114
179.0,3.822803,-1.389363,78.5918
180.0,3.822641,-1.389003,78.5725
181.0,3.821831,-1.389363,78.5529
182.0,3.821344,-1.389183,78.5333
183.0,3.820858,-1.389363,78.5137
184.0,3.82021,-1.389183,78.4941
185.0,3.819724,-1.389363,78.4745
186.0,3.8194,-1.389003,78.4552
187.0,3.818913,-1.389183,78.4356
188.0,3.883414,-0.556077,78.4264
189.0,3.884062,-0.556077,78.4185
190.0,3.88471,-0.555898,78.4107
191.0,3.884872,-0.556257,78.4029
192.0,3.885358,-0.556077,78.395
193.0,3.885682,-0.556077,78.3873
194.0,3.885844,-0.556077,78.3795
195.0,3.886007,-0.556257,78.3717
196.0,3.886169,-0.555898,78.364
197.0,3.886331,-0.556077,78.3562
198.0,3.825882,-1.332899,78.3379
199.0,3.82491,-1.332719,78.3193
200.0,3.8241,-1.332899,78.3008
201.0,3.823451,-1.332899,78.282
202.0,3.822641,-1.332899,78.2632
203.0,3.822155,-1.332899,78.2444
204.0,3.821669,-1.332719,78.2259
205.0,3.821182,-1.332899,78.2071
206.0,3.820696,-1.333079,78.1886
207.0,3.836902,-1.110642,78.1699
208.0,3.837064,-1.110642,78.1543
209.0,3.837064,-1.110642,78.1386
210.0,3.83674,-1.110822,78.1229
211.0,3.83674,-1.110822,78.1075
212.0,3.836578,-1.110822,78.0918
213.0,3.836254,-1.110642,78.0762
214.0,3.836254,-1.110822,78.0605
215.0,3.83593,-1.110822,78.0451
216.0,3.835768,-1.110822,78.0294
217.0,3.835768,-1.110642,78.014
218.0,3.835444,-1.111002,77.9983
219.0,3.835282,-1.110642,77.9826
220.0,3.835119,-1.110462,77.967
221.0,3.834795,-1.110822,77.9513
222.0,3.834633,-1.110642,77.9359
223.0,3.834309,-1.110642,77.9204
224.0,3.834309,-1.110822,77.9048
225.0,3.834147,-1.110822,77.8891
226.0,3.833985,-1.110642,77.8734
227.0,3.833499,-1.110822,77.858
228.0,3.833499,-1.111002,77.8426
229.0,3.833337,-1.110642,77.8269
230.0,3.833013,-1.110822,77.8115
231.0,3.832851,-1.110642,77.7958
232.0,3.832689,-1.110822,77.7804
233.0,3.832527,-1.110822,77.7647
234.0,3.832365,-1.110822,77.7491
235.0,3.832202,-1.110642,77.7336
236.0,3.831716,-1.110642,77.718
237.0,3.865749,-0.667206,77.7047
238.0,3.866397,-0.667206,77.6953
239.0,3.866884,-0.667026,77.686
240.0,3.867045,-0.667206,77.6766
241.0,3.86737,-0.667026,77.6672
242.0,3.897513,-0.277537,77.66
243.0,3.898485,-0.277716,77.6561
244.0,3.898809,-0.277716,77.6523
245.0,3.899296,-0.277896,77.6483
246.0,3.89962,-0.277716,77.6444
247.0,3.870125,-0.667206,77.6379
248.0,3.869962,-0.667206,77.6287
249.0,3.869638,-0.667206,77.6193
250.0,3.869638,-0.667206,77.61
251.0,3.869476,-0.667026,77.6006
252.0,3.916312,-0.056538,77.5955
253.0,3.917284,-0.056358,77.5947
254.0,3.918257,-0.056178,77.5939
255.0,3.918581,-0.056178,77.5931
256.0,3.919067,-0.056358,77.5923
257.0,3.919391,-0.056358,77.5915
258.0,3.919715,-0.056538,77.5907
259.0,3.920039,-0.056358,77.5899
260.0,3.920525,-0.056178,77.5891
261.0,3.920687,-0.056358,77.5884
262.0,3.921012,-0.056538,77.5876
263.0,3.921336,-0.056358,77.5868
264.0,3.921498,-0.056178,77.586
265.0,3.92166,-0.056538,77.5852
266.0,3.921822,-0.056358,77.5844
267.0,3.921984,-0.056358,77.5836
268.0,3.922146,-0.056358,77.5828
269.0,3.922146,-0.056538,77.582
270.0,3.92247,-0.056358,77.5812
271.0,3.922794,-0.056178,77.5805
272.0,3.923118,-0.056178,77.5797
273.0,3.922956,-0.056358,77.5789
274.0,3.923118,-0.056358,77.5781
275.0,3.92328,-0.056358,77.5773
276.0,3.92328,-0.056178,77.5765
277.0,3.92328,-0.056178,77.5757
278.0,3.923604,-0.056358,77.5749
279.0,3.923604,-0.056178,77.5741
280.0,3.923604,-0.056358,77.5734
281.0,3.923767,-0.056358,77.5726
282.0,3.923767,-0.056358,77.5718
283.0,3.923767,-0.056358,77.571
284.0,3.923929,-0.056178,77.5702
285.0,3.923929,-0.056358,77.5694
286.0,3.923929,-0.056358,77.5686
