time_s,voltage_V,current_A,soc_percent
0.0,3.96023,-7.5e-05,80.0
1.0,3.960068,-7.5e-05,80.0
2.0,3.960068,-0.000254,80.0
3.0,3.960068,-7.5e-05,80.0
4.0,3.959906,-0.000434,80.0
5.0,3.959906,-0.001513,80.0
6.0,3.959582,-0.007447,80.0
7.0,3.95942,-0.010144,79.9999
8.0,3.958448,-0.020934,79.9997
9.0,3.929115,-0.409884,79.9991
10.0,3.830582,-1.705126,79.9917
11.0,3.795415,-2.118352,79.9671
12.0,3.792336,-2.119791,79.9377
13.0,3.954396,0.052253,79.9108
14.0,3.834309,-1.576735,79.9089
15.0,3.795739,-2.045705,79.8863
16.0,3.845167,-1.36239,79.8586
17.0,3.855539,-1.22249,79.8396
18.0,3.849543,-1.292979,79.8225
19.0,3.863318,-1.107405,79.8044
20.0,3.818427,-1.689842,79.7874
21.0,3.846788,-1.298014,79.7646
22.0,3.906102,-0.512022,79.7487
23.0,3.953262,0.091454,79.7435
24.0,3.955044,0.090914,79.7448
25.0,3.978057,0.380604,79.7471
26.0,3.961365,0.144321,79.7515
27.0,3.957637,0.086958,79.7534
28.0,3.936893,-0.191942,79.7534
29.0,3.900106,-0.671881,79.7484
30.0,3.951479,0.012513,79.7423
31.0,3.936407,-0.195539,79.7414
32.0,3.978057,0.348416,79.7416
33.0,3.999125,0.608076,79.7479
34.0,3.998801,0.589375,79.7564
35.0,3.996208,0.542442,79.7644
36.0,3.985836,0.397327,79.7712
37.0,3.979353,0.308856,79.7763
38.0,3.967847,0.153132,79.7795
39.0,3.958123,0.02528,79.7808
40.0,3.955855,-0.000254,79.781
41.0,3.956017,-7.5e-05,79.781
42.0,3.956017,-0.000254,79.781
43.0,3.956017,-7.5e-05,79.781
44.0,3.956017,-7.5e-05,79.781
45.0,3.956017,-7.5e-05,79.781
46.0,3.956017,-0.000254,79.781
47.0,3.956179,-7.5e-05,79.781
48.0,3.955206,-0.012122,79.7809
49.0,3.863966,-1.197495,79.7704
50.0,3.85165,-1.334158,79.7522
51.0,3.877742,-0.97308,79.7368
52.0,3.842088,-1.425506,79.7191
53.0,3.783422,-2.164566,79.6925
54.0,3.783584,-2.128782,79.6623
55.0,3.839819,-1.380012,79.64
56.0,3.784233,-2.090121,79.6137
57.0,3.756196,-2.428362,79.5814
58.0,3.758789,-2.367403,79.5478
59.0,3.795415,-1.873797,79.5199
60.0,3.845816,-1.214578,79.5001
61.0,3.806597,-1.72185,79.4777
62.0,3.812269,-1.636795,79.4547
63.0,3.800277,-1.785326,79.43
64.0,3.820372,-1.513978,79.4077
65.0,3.829772,-1.388104,79.3877
66.0,3.853919,-1.073419,79.3722
67.0,3.927008,-0.13458,79.3677
68.0,3.90205,-0.474619,79.3619
69.0,3.935759,-0.047727,79.3602
70.0,3.945807,0.066279,79.3608
71.0,3.946941,0.066998,79.3618
72.0,3.927008,-0.199135,79.3595
73.0,3.901888,-0.529284,79.3527
74.0,3.927332,-0.198775,79.3494
75.0,3.9484,0.067358,79.35
76.0,3.958934,0.194491,79.3525
77.0,3.937056,-0.098436,79.3515
78.0,3.925225,-0.25452,79.3482
79.0,3.925225,-0.253081,79.3446
80.0,3.913233,-0.411143,79.3391
